bucket_id,bucket_label,section,cite_key,year,cited_by_count,title
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Sahoo2025,2025,0,A Review of Multi-Criteria Decision-Making (MCDM) Applications to Solve Energy Management Problems From 2010-2025: Current State and Future Research
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Etghani2025,2025,0,Artificial Neural Networks and Taguchi Methods for Energy Systems Optimization: A Comprehensive Review
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Zhou2024__2,2024,49,Renewable-storage sizing approaches for centralized and distributed renewable energy—A state-of-the-art review
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",vahidinasab_overview_2020,2020,0,Overview of Electric Energy Distribution Networks Expansion Planning
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Conti2026,2026,0,Optimization Strategies for Large-Scale PV Integration in Smart Distribution Networks: A Review
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Alkesaiberi2022,2022,141,Efficient Wind Power Prediction Using Machine Learning Methods: A Comparative Study
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Alquthami202248419,2022,96,A Performance Comparison of Machine Learning Algorithms for Load Forecasting in Smart Grid
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Gbémou2021,2021,43,A comparative study of machine learning-based methods for global horizontal irradiance forecasting
B01_cornerstone_reviews,Cornerstone reviews and surveys,"Sec. 1, 2, 8",Xiao2021717,2021,64,Energy Efficiency Modeling for Configuration-Dependent Machining via Machine Learning: A Comparative Study
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Hu2020,2020,7,Uncertainty quantification in stochastic economic dispatch using Gaussian process emulation
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Volodina2022,2022,3,Propagating uncertainty in a network of energy models
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Deng2020831,2020,48,Kriging Assisted Surrogate Evolutionary Computation to Solve Optimal Power Flow Problems
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Nikolaidis2021,2021,39,Gaussian process-based Bayesian optimization for data-driven unit commitment
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Li2021,2021,0,Optimization for liquid cooling cylindrical battery thermal management system based on gaussian process model
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhou20181,2018,184,A robust optimization approach for integrated community energy system in energy and ancillary service markets
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Wang2021,2021,0,Short-Term Time Wind Speed Forecasting Based on Spatio-Temporal Geostatistical Approach and Kriging Method
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Eseye201991463,2019,107,Machine learning based integrated feature selection approach for improved electricity demand forecasting in decentralized energy systems
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Wang2017,2017,90,Design of a fractional order frequency PID controller for an islanded microgrid: A multi-objective extremal optimization method
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Nematollahi2021,2021,58,Sizing and sitting of DERs in active distribution networks incorporating load prevailing uncertainties using probabilistic approaches
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Rigo-Mariani20171762,2017,54,Integrated optimal design of a smart microgrid with storage
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Schulte2020,2020,52,Multi-objective optimization under uncertainty of geothermal reservoirs using experimental design-based proxy models
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Giorgetti2020,2020,14,Surrogate-Assisted Modeling and Robust Optimization of a Micro Gas Turbine Plant with Carbon Capture
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Dong2022,2022,35,Optimization strategy based on robust model predictive control for RES-CCHP system under multiple uncertainties
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Liu20222679,2022,10,Kernel Structure Design for Data-Driven Probabilistic Load Flow Studies
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Hanifi2024,2024,187,Advanced hyperparameter optimization of deep learning models for wind power prediction
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Madhukumar20228891,2022,142,Regression Model-Based Short-Term Load Forecasting for University Campus Load
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Wang2023,2023,0,Improved singular filtering-Gaussian process regression-long short-term memory model for whole-life-cycle remaining capacity estimation of lithium-ion batteries adaptive to fast aging and multi-current variations
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Shi2024,2024,2,Short-term Load Forecasting Considering EV Charging Loads with Prediction Interval Evaluation
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Tan2026,2026,6,"Gaussian processes in power systems: Techniques, applications, and future works"
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Lin2023,2023,9,Data-driven method of solving computationally expensive combined economic/emission dispatch problems in large-scale power systems: an improved kriging-assisted optimization approach
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Hu2021671,2021,33,A Bayesian Approach for Estimating Uncertainty in Stochastic Economic Dispatch Considering Wind Power Penetration
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Torun20192128,2019,140,High-Dimensional Global Optimization Method for High-Frequency Electronic Design
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhang2019270,2019,301,Wind speed prediction method using Shared Weight Long Short-Term Memory Network and Gaussian Process Regression
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Babaeiyazdi2021,2021,267,State of charge prediction of EV Li-ion batteries using EIS: A machine learning approach
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Kong2021,2021,195,Voltage-temperature health feature extraction to improve prognostics and health management of lithium-ion batteries
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Bianchi2020244,2020,4,Convolutional Neural Network and Stochastic Variational Gaussian Process for Heating Load Forecasting
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Reich2020,2020,6,Predictive control of district heating system using multi-stage nonlinear approximation with selective memory
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Granacher20221573,2022,1,Active learning for multi-objective optimization of processes and energy systems
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Matta2026,2026,1,Designing a near-optimal isolated microgrid using active learning
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhang2025__6,2025,2,MLMC-based Resource Adequacy Assessment with Active Learning Trained Surrogate Models
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Morakinyo201973,2019,93,Estimates of the impact of extreme heat events on cooling energy demand in Hong Kong
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Valladares2022,2022,33,Gaussian process-based prognostics of lithium-ion batteries and design optimization of cathode active materials
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Chen202514792,2025,1,A Scalable Recurrent Structure with Fast Transfer Learning for Lithium-Ion Battery State of Charge Estimation at Different Ambient Temperatures
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,De Castro20247710,2024,1,Multi-Fidelity Reinforcement Learning for Minimum Energy Trajectory Planning
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Hu2024,2024,52,Probabilistic net load forecasting based on transformer network and Gaussian process-enabled residual modeling learning method
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Chakrabarty2021,2021,58,Scalable Bayesian optimization for model calibration: Case study on coupled building and HVAC dynamics
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Palm2022,2022,17,Gaussian Process Regression Based Multi-Objective Bayesian Optimization for Power System Design
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Baheri2017131,2017,35,Real-time control using Bayesian optimization: A case study in airborne wind energy systems
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Baheri20171365,2017,22,Altitude optimization of Airborne Wind Energy systems: A Bayesian Optimization approach
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Ceylan2020944,2020,35,Assessment of agricultural energy consumption of Turkey by MLR and Bayesian optimized SVR and GPR models
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Katkar2025,2025,1,Ensemble Surrogate Archive-Assisted Artificial Bee Colony-NSGA-II Metaheuristics for Multi-Modal Optimal Power Flow Framework
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Shao201858,2018,31,Kriging Empirical Mode Decomposition via support vector machine learning technique for autonomous operation diagnosing of CHP in microgrid
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Amjady2017,2017,53,"Short term wind power prediction based on improved kriging interpolation, Empirical Mode Decomposition, and closed-loop forecasting engine"
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhang2025__4,2025,2,An Accelerated Approach to Time-Sequential Production Simulation for Integrated Generation-Grid-Storage Systems Combining Benders Decomposition and Data-Driven Methods
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Shi2024__2,2024,2,Load forecasting for regional integrated energy system based on complementary ensemble empirical mode decomposition and multi-model fusion
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Buchanan2024,2024,44,Probabilistic lithium-ion battery state-of-health prediction using convolutional neural networks and Gaussian process regression
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhu2022,2022,57,Uncertainty and sensitivity analysis of cooling and heating loads for building energy planning
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhang2025__7,2025,2,Parameter optimization calibration of low-pressure fuel cell energy system based on adaptive response surface algorithm
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Huotari2020,2020,15,Hybrid ship unit commitment with demand prediction and model predictive control
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Yan2019625,2019,25,Analytical Iterative Multistep Interval Forecasts of Wind Generation Based on TLGP
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Angizeh2023134995,2023,38,Impact Assessment Framework for Grid Integration of Energy Storage Systems and Renewable Energy Sources Toward Clean Energy Transition
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Kanwal2018117,2018,30,Support vector machine and Gaussian process regression based modeling for photovoltaic power prediction
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Oyedeji2023,2023,18,Computational Models for Forecasting Electric Vehicle Energy Demand
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Mitrovic2023__2,2023,13,Fast Data-Driven Chance Constrained AC-OPF Using Hybrid Sparse Gaussian Processes
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Mitrovic2023__3,2023,13,GP CC-OPF: Gaussian Process based optimization tool for Chance-Constrained Optimal Power Flow[Formula presented]
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Kim2021,2021,36,Probabilistic modeling of wind energy potential for power grid expansion planning
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Shi2026,2026,0,Wind-Solar-Storage Transmission Expansion Planning With Reinforcement Learning Framework Based on Gaussian Process Regression
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Simonson202036,2020,5,Probabilistic Modeling of Thermal Grids using Gaussian Processes
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Gan2021695,2021,45,Data-Driven Energy Management System with Gaussian Process Forecasting and MPC for Interconnected Microgrids
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Prusty2025,2025,40,An improved moth swarm algorithm based fractional order type-2 fuzzy PID controller for frequency regulation of microgrid system
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Kiani20253021,2025,36,Learning Robust Model Predictive Control for Voltage Control of Islanded Microgrid
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhang20234075,2023,22,Surrogated-assisted multimodal multi-objective optimization for hybrid renewable energy system
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Han2024,2024,20,Hierarchical robust Day-Ahead VPP and DSO coordination based on local market to enhance distribution network voltage stability
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Zhang2024821,2024,17,Tractable Data Enriched Distributionally Robust Chance-Constrained Conservation Voltage Reduction
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Chung2023,2023,0,MULTI-FIDELITY MODELING FOR DYNAMIC POWER CONTROL AND OPTIMIZATION OF NUCLEAR-RENEWABLE HYBRID ENERGY SYSTEMS
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Yang2022,2022,16,Bayesian optimization for effective thermal conductivity measurement of thermal energy storage: An experimental and numerical approach
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,García-Nieto20216627,2021,16,A new hybrid model to foretell thermal power efficiency from energy performance certificates at residential dwellings applying a Gaussian process regression
B02_gp_kriging,Gaussian process / kriging emulators,Sec. 3.2,Lin2021,2021,2,A Novel Hybrid Models Based on Gaussian Process Regression for Short-Term Wind Power Forecasting
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Wang2020202933,2020,23,Optimal Scheduling for Integrated Energy System Considering Scheduling Elasticity of Electric and Thermal Loads
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Hasanien2018168,2018,141,Performance improvement of photovoltaic power systems using an optimal control strategy based on whale optimization algorithm
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Sami20181416,2018,120,Thermal properties optimization of microencapsulated a renewable and non-toxic phase change material with a polystyrene shell for thermal energy storage systems
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Ahmad202451,2024,77,"Parametric analysis of wastewater electrolysis for green hydrogen production: A combined RSM, genetic algorithm, and particle swarm optimization approach"
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Xu20212696,2021,28,An Iterative Response-Surface-Based Approach for Chance-Constrained AC Optimal Power Flow Considering Dependent Uncertainty
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Zulfiqar20211026,2021,68,Lipase-PDA-TiO2 NPs: An emphatic nano-biocatalyst for optimized biodiesel production from Jatropha curcas oil
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Muhlpfordt20194806,2019,76,Chance-Constrained AC Optimal Power Flow: A Polynomial Chaos Approach
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Safta20172535,2017,52,Efficient Uncertainty Quantification in Stochastic Economic Dispatch
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Koirala20242284,2024,28,Chance-Constrained Optimization Based PV Hosting Capacity Calculation Using General Polynomial Chaos
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Fu20202904,2020,137,Statistical Machine Learning Model for Stochastic Optimal Planning of Distribution Networks Considering a Dynamic Correlation and Dimension Reduction
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Fu2022,2022,133,Statistical machine learning model for capacitor planning considering uncertainties in photovoltaic power
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Schulte2016104,2016,36,Optimization of Medium-Deep Borehole Thermal Energy Storage Systems
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Dong2023,2023,8,Chance-constrained optimal dispatch of integrated energy systems based on data-driven sparse polynomial chaos expansion
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Hussien20211883,2021,57,Sunflower optimization algorithm-based optimal PI control for enhancing the performance of an autonomous operation of a microgrid
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Yang2024,2024,6,A Day-Ahead Economic Dispatch Method for Renewable Energy Systems Considering Flexibility Supply and Demand Balancing Capabilities
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Meng20191219,2019,156,Structural reliability analysis and uncertainties-based collaborative design and optimization of turbine blades using surrogate model
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Chaudhry2024,2024,5,Improving the potential of fifth-generation district heating and cooling networks through robust design and operational optimization under future energy market and demand uncertainties
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Lu201991827,2019,13,Stochastic Optimization of Economic Dispatch with Wind and Photovoltaic Energy Using the Nested Sparse Grid-Based Stochastic Collocation Method
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Engelmann20186188,2018,15,Distributed Stochastic AC Optimal Power Flow based on Polynomial Chaos Expansion
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Muhlpfordt20174490,2017,28,Solving optimal power flow with non-Gaussian uncertainties via polynomial chaos expansion
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,El Mestari2025,2025,10,Tuning Parameters of Genetic Algorithms for Wind Farm Optimization Using the Design of Experiments Method
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Deodhar2018,2018,6,Experimentally Infused Plant and Controller Optimization Using Iterative Design of Experiments - Theoretical Framework and Airborne Wind Energy Case Study
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Zang2023813,2023,19,Multiobjective Optimization and Multiphysics Design of a 5 MW High-Speed IPMSM Used in FESS Based on NSGA-II
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Gruosso2020618,2020,38,Joined Probabilistic Load Flow and Sensitivity Analysis of Distribution Networks Based on Polynomial Chaos Method
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Khazeiynasab2021,2021,10,PMU Measurement Based Generator Parameter Calibration by Black-Box Optimization with A Stochastic Radial Basis Function Surrogate Model
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Wang2022812,2022,37,A Data-Driven Uncertainty Quantification Method for Stochastic Economic Dispatch
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Pan20244422,2024,32,Reliability-Constrained Economic Dispatch With Analytical Formulation of Operational Risk Evaluation
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Li20191438,2019,30,Compressive Sensing Based Stochastic Economic Dispatch with High Penetration Renewables
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Roy2023,2023,36,Multi-objective optimization of biomass gasification based combined heat and power system employing molten carbonate fuel cell and externally fired gas turbine
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Rixhon2021,2021,26,The role of electrofuels under uncertainties for the belgian energy transition
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Assareh2023,2023,44,"Performance analysis of solar-assisted-geothermal combined cooling, heating, and power (CCHP) systems incorporated with a hydrogen generation subsystem"
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Xu20184696,2018,46,Maximum Loadability of Islanded Microgrids With Renewable Energy Generation
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Hussien20226442,2022,44,Coot Bird Algorithms-Based Tuning PI Controller for Optimal Microgrid Autonomous Operation
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Liang20222192,2022,34,Stochastic Optimal Energy Storage Management for Energy Routers Via Compressive Sensing
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Ata2025,2025,16,"Comprehensive evaluation of a gas turbine-based multi-generation system for power, heating, cooling, freshwater, hydrogen and ammonia: 4E assessment and multi-objective optimization with RSM desirability approach"
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Hussien202415075,2024,16,Hybrid Transient Search Algorithm With Levy Flight for Optimal PI Controllers of Islanded Microgrids
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Hussien202190577,2021,16,LMSRE-based adaptive pi controller for enhancing the performance of an autonomous operation of microgrids
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Salahinezhad2025,2025,9,Trade-off analysis for optimal design of trigeneration energy systems integrated with solar and hydrogen subsystems: A novel optimization strategy
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Cao2017,2017,9,Multi-objective optimization of preplanned microgrid islanding based on stochastic short-term simulation
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Dong2023__2,2023,8,Robust optimal scheduling for integrated energy systems based on multi-objective confidence gap decision theory
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Roy2020,2020,28,Performance evaluation of a novel biomass-based hybrid energy system employing optimisation and multi-criteria decision-making techniques
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Pourmohammadi2023,2023,14,Robust metamodel-based simulation-optimization approaches for designing hybrid renewable energy systems
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Yang2024__2,2024,6,Data-driven robust optimization scheduling for microgrid day-ahead to intra-day operations based on renewable energy interval prediction
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Van Acker2022,2022,16,General polynomial chaos in the current–voltage formulation of the optimal power flow problem
B03_pce_response_surface,Polynomial chaos and response surfaces,Sec. 3.1,Xu20203127,2020,0,An efficient multifidelity model for assessing risk probabilities in power systems under rare events
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Liu20223726,2022,40,Explicit Data-Driven Small-Signal Stability Constrained Optimal Power Flow
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Han2018622,2018,66,Surrogate modeling-based multi-objective dynamic VAR planning considering short-term voltage stability and transient stability
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Jia2022553,2022,21,Developing machine-learning meta-models for high-rise residential district cooling in hot and humid climate
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Lu20232989,2023,41,Distributed Online Dispatch for Microgrids Using Hierarchical Reinforcement Learning Embedded with Operation Knowledge
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Wang20211767,2021,53,Stochastic Optimization for Residential Demand Response with Unit Commitment and Time of Use
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Urgun20202791,2020,46,Importance Sampling Using Multilabel Radial Basis Classification for Composite Power System Reliability Evaluation
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Faraji2020157284,2020,103,Optimal day-ahead self-scheduling and operation of prosumer microgrids using hybrid machine learning-based weather and load forecasting
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Wang20192635,2019,58,Neural networks for power management optimal strategy in hybrid microgrid
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Rafi202132436,2021,482,A short-term load forecasting method using integrated CNN and LSTM network
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Sideratos2020,2020,165,A novel fuzzy-based ensemble model for load forecasting using hybrid deep neural networks
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Li2019,2019,159,Recurrent neural networks based photovoltaic power forecasting approach
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Tian2020,2020,176,Short-term wind speed prediction based on LMD and improved FA optimized combined kernel function LSSVM
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Yang2020415,2020,130,A novel competitive swarm optimized RBF neural network model for short-term solar power generation forecasting
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,velasquez_intelligence_2023,2023,0,Intelligence Techniques in Sustainable Energy: Analysis of a Decade of Advances
B04_rbf_kernel,Radial basis functions / kernel regressors,Sec. 3.3,Dullinger20181646,2018,39,A general approach for mixed-integer predictive control of HVAC systems using MILP
