cite_key,year,type,title,journal,doi,focus,is_moo,is_mes,is_mcdm,surrogate_signal,matched_moo_terms,matched_mes_terms,matched_mcdm_terms,matched_algorithm_terms,matched_surrogate_terms,matched_ml_terms,matched_proxy_hints
madhusudanan_multi-objective_2024,2024,ARTICLE,Multi-Objective Optimization Model for Uncertainty Consideration of {RESs} \& Load Demands with the Optimal Design of Hybrid {CCHP} by {DDAO}-{RBFNN} Strategy,{IETE} J Res,10.1080/03772063.2023.2200329,moo_mes_surrogate,1,1,0,1,multi-objective; multiobjective,energy hub; cchp; combined cooling heating and power; chp,,ga,radial basis function,neural network,
perera_optimum_2014,2014,INPROCEEDINGS,Optimum design of distributed energy hubs using hybrid surrogate models ({HSM}),Elsevier Ltd,10.1016/j.egypro.2017.07.343,moo_mes_surrogate,1,1,0,1,multi-objective; multiobjective,multi-energy; multi energy; energy hub; distributed energy,,ga,surrogate,,reduce computation; surrogate
rahimi-esbo_performance_2024,2024,ARTICLE,Performance investigation of a standalone renewable energy system using response surface methodology ({RSM}): 4E analysis and multi-objective optimization,Energy Convers. Manage.,10.1016/j.enconman.2023.117752,moo_mes_surrogate,1,1,0,1,multi-objective; multiobjective,hybrid renewable energy system; hybrid renewable energy systems; off-grid; standalone; hydrogen,,ga,response surface; response surface methodology,,
roshani_optimization_2024,2024,ARTICLE,"Optimization of a hybrid renewable energy system for off-grid residential communities using numerical simulation, response surface methodology, and life cycle assessment",Renew. Energy,10.1016/j.renene.2024.121425,moo_mes_surrogate,1,1,0,1,multi-criteria; multicriteria,hybrid renewable energy system; off-grid; hydrogen,,ga,response surface; response surface methodology,,
spyropoulos_extending_2011,2011,INPROCEEDINGS,Extending design capabilities of {SysML} with trade-off analysis: Electrical microgrid case study,Elsevier B.V,10.1016/j.procs.2013.01.012,moo_mes_surrogate,1,1,0,1,multi-criteria,microgrid,,,metamodel,,
sun_multi-objective_2017,2017,INPROCEEDINGS,Multi-objective energy management for we-energy in Energy Internet using reinforcement learning,Institute of Electrical and Electronics Engineers Inc,10.1109/SSCI.2017.8285243,moo_mes_surrogate,1,1,0,1,multi-objective; multi objective; multiobjective,combined heat and power; chp,,,,machine learning,accelerate
tariq_artificial_2021,2021,ARTICLE,Artificial intelligence assisted technoeconomic optimization scenarios of hybrid energy systems for water management of an isolated community,Sustainable Energy Technol. Assess.,10.1016/j.seta.2021.101561,moo_mes_surrogate,1,1,1,1,multi-objective; multiobjective; multicriteria; pareto; nsga,hybrid renewable energy system; hybrid renewable energy systems; off-grid,multicriteria decision; topsis,genetic algorithm; ga; nsga,surrogate; meta model,neural network,surrogate
wang_multi-objective_2025,2025,ARTICLE,Multi-objective optimization of hybrid energy storage systems under uncertainty,J. Energy Storage,10.1016/j.est.2024.115218,moo_mes_surrogate,1,1,1,1,multi-objective; multi-criteria,multi-energy; hydrogen,multi-criteria decision,ga,polynomial chaos,,
wang_numerical_2024,2024,ARTICLE,Numerical assessment and optimization of photovoltaic-based hydrogen-oxygen Co-production energy system: A machine learning and multi-objective strategy,Renew. Energy,10.1016/j.renene.2024.120483,moo_mes_surrogate,1,1,0,1,multi-objective; multiobjective,off-grid; hydrogen,,ga,surrogate,machine learning,surrogate
wang_robust_2023,2023,ARTICLE,Robust multi-objective load dispatch in microgrid involving unstable renewable generation,Int J Electr Power Energy Syst,10.1016/j.ijepes.2023.108991,moo_mes_surrogate,1,1,0,1,multi-objective; multiobjective,microgrid; microgrids,,,,deep learning,approximation
