cite_key,year,type,title,journal,doi,focus,is_moo,is_mes,is_mcdm,surrogate_signal,matched_moo_terms,matched_mes_terms,matched_mcdm_terms,matched_algorithm_terms,matched_surrogate_terms,matched_ml_terms,matched_proxy_hints
abdullah_sustainable_2015,2015,ARTICLE,"Sustainable energy system design with distributed renewable resources considering economic, environmental and uncertainty aspects",Renew. Energy,10.1016/j.renene.2014.12.044,moo_mes,1,1,0,0,multi-objective; multiobjective,distributed generation,,ga,,,
abdulnasser_optimal_2022,2022,INPROCEEDINGS,Optimal stochastic day-ahead scheduling of multi-carrier energy hub integrated with plug-in electric vehicles,Institute of Electrical and Electronics Engineers Inc,10.1109/MEPCON55441.2022.10021692,moo_mes,1,1,0,0,multi-objective,energy hub; electric vehicle; electric vehicles,,ga,,,
abdulnasser_stochastic_2022,2022,ARTICLE,Stochastic multi-objectives optimal scheduling of energy hubs with responsive demands in smart microgrids,J. Energy Storage,10.1016/j.est.2022.105536,moo_mes,1,1,0,0,multi-objective; multiobjective,energy hub; microgrid; microgrids; electric vehicle; electric vehicles,,,,,
abdulnasser_optimizing_2023,2023,ARTICLE,Optimizing the Operation and Coordination of Multi-Carrier Energy Systems in Smart Microgrids Using a Stochastic Approach,{IEEE} Access,10.1109/ACCESS.2023.3284311,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto,energy hub; microgrid; micro grid; microgrids; electric vehicle; electric vehicles,,grey wolf,,,
abedi_comprehensive_2012,2012,ARTICLE,A comprehensive method for optimal power management and design of hybrid {RES}-based autonomous energy systems,Renewable Sustainable Energy Rev,10.1016/j.rser.2011.11.030,moo_mes,1,1,0,0,multi-objective; multiobjective,off-grid; hydrogen,,differential evolution,,,
abid_techno-economic_2024,2024,ARTICLE,"Techno-economic and environmental assessment of renewable energy sources, virtual synchronous generators, and electric vehicle charging stations in microgrids",Appl. Energy,10.1016/j.apenergy.2023.122028,moo_mes,1,1,0,0,multi-objective; multi objective; pareto,virtual power plant; microgrid; microgrids; electric vehicle; electric vehicles,,ga,,,
abid_novel_2024,2024,ARTICLE,A novel multi-objective optimization based multi-agent deep reinforcement learning approach for microgrid resources planning,Appl. Energy,10.1016/j.apenergy.2023.122029,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; pareto,microgrid; microgrids; electric vehicle; electric vehicles,,ga,,deep learning; machine learning,
abid_multi-objective_2023,2023,ARTICLE,Multi-objective architecture for strategic integration of distributed energy resources and battery storage system in microgrids,J. Energy Storage,10.1016/j.est.2023.108276,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; pareto; non-dominated; nsga; mopso,microgrid; microgrids; distributed energy; distributed generation,,genetic algorithm; ga; nsga; particle swarm; pso; mopso,,,
abidin_microgrid_2024,2024,INPROCEEDINGS,Microgrid System Modelling for Hybrid Renewable Energy Market in Malaysia,Institute of Electrical and Electronics Engineers Inc,10.1109/APEE60256.2024.10790907,moo_mes,1,1,0,0,multi-objective,microgrid; microgrids; hybrid renewable energy system,,,,,
abokersh_sustainability_2021,2021,ARTICLE,Sustainability insights on emerging solar district heating technologies to boost the nearly zero energy building concept,Renew. Energy,10.1016/j.renene.2021.08.091,moo_mes,1,1,1,0,multi-objective; multiobjective; multi-criteria; multi criteria; multicriteria,energy communities; district heating,multi-criteria decision; multi criteria decision; multicriteria decision,,,machine learning,
abuelrub_hybrid_2020,2020,ARTICLE,Hybrid energy system design using greedy particle swarm and biogeography-based optimisation,{IET}. Renew. Power Gener.,10.1049/iet-rpg.2019.0858,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto; non-dominated; hypervolume,standalone,,genetic algorithm; particle swarm; pso,,,
abulkheir_optimal_2023,2023,INPROCEEDINGS,Optimal capacity configuration of {PV} water pumping system for off-grid rural communities,Institute of Electrical and Electronics Engineers Inc,10.1109/MEPCON58725.2023.10462404,moo_mes,1,1,0,0,multi-objective; multiobjective,off-grid,,ga; particle swarm; pso,,,
acen_energy_2024,2024,ARTICLE,"Energy, exergy, and exergoeconomic cost optimization of wind-biomass multi-energy systems integrated for hydrogen production",J Therm Anal Calor,10.1007/s10973-024-13135-2,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; hydrogen,,ga,,,
acosta_performance_2018,2018,INPROCEEDINGS,Performance assessment of a modified multi-objective Cuckoo's search algorithm for microgrid planning considering uncertainties,"Association for Computing Machinery, Inc",10.1145/3205651.3205728,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro-grid,,,,,
acosta_integration_2023,2023,ARTICLE,Integration of Intelligent Neighbourhood Grids to the German Distribution Grid: A Perspective,Energies,10.3390/en16114319,moo_mes,1,1,0,0,multi-objective; multiobjective; multi-criteria,energy communities,,ga,,,computational cost
adetunji_optimization_2022,2022,ARTICLE,An optimization planning framework for allocating multiple distributed energy resources and electric vehicle charging stations in distribution networks,Appl. Energy,10.1016/j.apenergy.2022.119513,moo_mes,1,1,0,0,multi-objective; multiobjective; many objective; pareto,distributed energy; distributed generation; electric vehicle; electric vehicles,,ga,,,
adeyemo_modelling_2022,2022,ARTICLE,Modelling and multi-objective optimization of hybrid energy storage solution for photovoltaic powered off-grid net zero energy building,J. Energy Storage,10.1016/j.est.2022.105273,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated; nsga,hybrid renewable energy system; off-grid; hydrogen; electric vehicle,,genetic algorithm; ga; nsga,,,
afzali_stochastic_2023,2023,ARTICLE,A stochastic multi-objective model for energy efficiency and renewable resource planning in energy communities: A sustainably cost-effective trade-off,{IET}. Renew. Power Gener.,10.1049/rpg2.12662,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids; energy communities,,,,,
agha_kassab_comprehensive_2024,2024,ARTICLE,A Comprehensive Review of Sizing and Energy Management Strategies for Optimal Planning of Microgrids with {PV} and Other Renewable Integration,Appl. Sci.,10.3390/app142210479,moo_mes,1,1,0,0,multi-objective,microgrid; micro-grid; microgrids; electric vehicle; electric vehicles,,,,,
aghajani_multi-objective_2018,2018,ARTICLE,Multi-objective energy management in a micro-grid,Energy Rep.,10.1016/j.egyr.2017.10.002,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; nsga; mopso,micro-grid; micro grid,,ga; nsga; pso; mopso,,,
aghajani_multi-objective_2019,2019,ARTICLE,Multi-objective optimal operation in a micro-grid considering economic and environmental goals,Evol. Syst.,10.1007/s12530-018-9219-y,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,micro-grid; micro grid,,ga; particle swarm; pso,,,
aguayo-perez_environmental_2024,2024,ARTICLE,Environmental and economic valuation of user behavior in the optimal design of renewable energy systems,"Energy, Ecol. Environ.",10.1007/s40974-024-00330-y,moo_mes,1,1,0,0,multi-objective,distributed generation,,,,,
ahmadi_multi-objective_2021,2021,ARTICLE,A multi-objective optimization evaluation framework for integration of distributed energy resources,J. Energy Storage,10.1016/j.est.2021.103005,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto,distributed energy; distributed generation,,genetic algorithm; ga; particle swarm; pso,,,
ahmadi_reinforcement_2023,2023,ARTICLE,Reinforcement of the distribution grids to improve the hosting capacity of distributed generation: Multi-objective framework,Electr Power Syst Res,10.1016/j.epsr.2023.109120,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; pareto,distributed generation,,ga; gwo,,,
ahmadi_multi-objective_2009,2009,INPROCEEDINGS,Multi-objective Optimization for Phase Balancing in an Energy Community with High {PV} Penetration and a Shared Energy Storage System,,10.1109/PVSC57443.2024.10749142,moo_mes,1,1,0,0,multi-objective; multiobjective,energy community; electric vehicle,,ga,,,
ahmadi_optimum_2021,2021,ARTICLE,Optimum coordination of centralized and distributed renewable power generation incorporating battery storage system into the electric distribution network,Int J Electr Power Energy Syst,10.1016/j.ijepes.2020.106458,moo_mes,1,1,0,0,multi-objective,distributed generation,,ga,,,
ahmadigorji_robust_2023,2023,ARTICLE,A Robust Renewable Energy Source-oriented Strategy for Smart Charging of Plug-in Electric Vehicles Considering Diverse Uncertainty Resources,Int. J. Eng. Trans. A Basics,10.5829/ije.2023.36.04a.10,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; pareto; mopso,microgrid; electric vehicle; electric vehicles,,ga; particle swarm; pso; mopso,,,
ajami_multi-objective_2024,2024,ARTICLE,Multi-objective optimization of {HESS} control for optimal frequency regulation in a power system with {RE} penetration,e-Prime - Adv. Elec. Eng. Elec. Energy,10.1016/j.prime.2024.100805,moo_mes,1,1,0,0,multi-objective,microgrid,,ga,,,
akbari_multi-objective_2024,2024,ARTICLE,Multi-objective economic operation of smart distribution network with renewable-flexible virtual power plants considering voltage security index,Sci. Rep.,10.1038/s41598-024-70095-1,moo_mes,1,1,0,0,multi-objective; multiobjective,virtual power plant; electric vehicle; electric vehicles,,,,,approximate
aktas_goal_2020,2020,ARTICLE,A goal programming model for grid-connected hybrid energy system operations,{SN} Appl. Sci.,10.1007/s42452-019-1878-1,moo_mes,1,1,0,0,multi-objective; multiobjective,stand-alone,,,,,
akter_optimal_2021,2021,INPROCEEDINGS,Optimal Sizing and Operation of Microgrid in a Small Island Considering Advanced Direct Load Control and Low Carbon Emission,Institute of Electrical and Electronics Engineers Inc,10.1109/ICSCT53883.2021.9642669,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid,,,,,
akter_optimal_2021-1,2021,ARTICLE,Optimal sizing of hybrid microgrid in a remote island considering advanced direct load control for demand response and low carbon emission,Energies,10.3390/en14227599,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid,,,,,
al_hasibi_multi-objective_2019,2019,ARTICLE,Multi-objective optimization of integrated power system expansion planning with renewable energy-based distributed generation,Int. Rev. Elec. Eng.,10.15866/iree.v14i1.16082,moo_mes,1,1,0,0,multi-objective; pareto,distributed generation,,ga,,,
alaaesh_application_2020,2020,INPROCEEDINGS,Application of {GA} with Multi-Objective optimization in control of two-parallel Inverter Based Microgrid,Institute of Electrical and Electronics Engineers Inc,10.1109/IREC48820.2020.9310451,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,genetic algorithm; ga,,,
alabi_novel_2021,2021,ARTICLE,A novel multi-objective stochastic risk co-optimization model of a zero-carbon multi-energy system ({ZCMES}) incorporating energy storage aging model and integrated demand response,Energy,10.1016/j.energy.2021.120258,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy,,ga,,,
alahmad_enhancing_2025,2025,ARTICLE,Enhancing renewable energy integration through strategic stochastic optimization planning of distributed energy resources (Wind/{PV}/{SBESS}/{MBESS}) in distribution systems,Energy Strateg. Rev.,10.1016/j.esr.2025.101683,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated; nsga; mopso,distributed energy; distributed generation,,genetic algorithm; ga; nsga; particle swarm; pso; mopso,,,
alahmad_optimizing_2025,2025,ARTICLE,Optimizing renewable energy and green technologies in distribution systems through stochastic planning of distributed energy resources,Energy Convers. Manage. X,10.1016/j.ecmx.2024.100834,moo_mes,1,1,0,0,multi-objective; multiobjective,distributed energy; distributed generation; electric vehicle; electric vehicles,,ga,,,
alam_optimal_2017,2017,ARTICLE,An optimal P2P energy trading model for smart homes in the smart grid,Energy Efficiency,10.1007/s12053-017-9532-5,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto,microgrid; micro grid,,,,,
alamir_optimizing_2024,2024,ARTICLE,Optimizing Two-stage Energy Management in renewable-based Multi-Microgrid using a Modified Student Psychology-Based Optimization with Demand Response and Hydrogen Storage,Int J Hydrogen Energy,10.1016/j.ijhydene.2024.03.169,moo_mes,1,1,0,0,multi-objective,microgrid; hydrogen,,ga,,,
alamir_developing_2023,2023,ARTICLE,Developing Hybrid Demand Response Technique for Energy Management in Microgrid Based on Pelican Optimization Algorithm,Electr Power Syst Res,10.1016/j.epsr.2022.108905,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,,,,instead of
alamir_multi-layer_2024,2024,ARTICLE,A Multi-Layer Techno-Economic-Environmental Energy Management Optimization in Cooperative Multi-Microgrids with Demand Response Program and Uncertainties Consideration,Sci. Rep.,10.1038/s41598-024-72706-3,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,,,,
alanazi_optimizing_2024,2024,ARTICLE,Optimizing Renewable Energy Allocation \& Distribution Network Reconfiguration: A Multi-Criteria Approach with Modified Artificial Electric Field Algorithm,Hum.-centric Comput. Inf. Sci.,10.22967/HCIS.2024.14.063,moo_mes,1,1,0,0,multi-objective; multi-criteria,distributed generation,,,,,
alanazi_multi-objective_2024,2024,ARTICLE,Multi-Objective Energy Management in Microgrids: Improved Honey Badger Algorithm with Fuzzy Decision-Making and Battery Aging Considerations,Energies,10.3390/en17174373,moo_mes,1,1,0,0,multi-objective; multi objective; pareto,microgrid; microgrids,,particle swarm; pso,,,
al-arfi_multi-objective_2022,2022,INPROCEEDINGS,Multi-objective optimal sizing of a hybrid concentrated solar power-biogas for desalination and power generation,Scanditale {AB},10.46855/energy-proceedings-10209,moo_mes,1,1,1,0,multi-objective; pareto; non-dominated; nsga,off-grid,topsis,genetic algorithm; ga; nsga,,,replace
alavijeh_cost-effectiveness_2020,2020,ARTICLE,Cost-effectiveness of carbon emission abatement strategies for a local multi-energy system - A case study of chalmers university of technology campus,Energies,10.3390/en13071626,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; distributed energy; district heating; district cooling,,ga,,,
al-dhaifallah_multi-objectives_2024,2024,ARTICLE,Multi-objectives transmission expansion planning considering energy storage systems and high penetration of renewables and electric vehicles under uncertain conditions,Energy Rep.,10.1016/j.egyr.2024.03.060,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,electric vehicle; electric vehicles,,ga,,,reduce computation
alfergani_improved_2023,2023,ARTICLE,Improved power sharing in inverter based microgrid using multi-objective optimization,Comput Electr Eng,10.1016/j.compeleceng.2023.108902,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,genetic algorithm; ga,,,
al-gabalawy_micro-energy_2020,2020,INCOLLECTION,Micro-energy Systems ({MESs}); Modeling and Optimal Operating Based on {NSGA}-{II},Lecture Notes in Networks and Systems,10.1007/978-981-16-2275-5_6,moo_mes,1,1,0,0,multi-objective; non-dominated; nsga,microgrid,,genetic algorithm; ga; nsga,,,
ali_dynamic_2024,2024,ARTICLE,Dynamic Multi-Objective Optimization of Grid-Connected Distributed Resources Along With Battery Energy Storage Management via Improved Bidirectional Coevolutionary Algorithm,{IEEE} Access,10.1109/ACCESS.2024.3392911,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated; moea; hypervolume,distributed resources; distributed generation,,ga; moea,,,
ali_optimizing_2025,2025,ARTICLE,Optimizing Hydrogen Systems and Demand Response for Enhanced Integration of {RES} and {EVs} in Smart Grids,{IEEE} Trans. Smart Grid,10.1109/TSG.2024.3491774,moo_mes,1,1,0,0,multi-objective,hydrogen; electric vehicle; electric vehicles,,ga,,,
ali_optimization_2024,2024,ARTICLE,Optimization of distributed energy resources planning and battery energy storage management via large-scale multi-objective evolutionary algorithm,Energy,10.1016/j.energy.2024.133463,moo_mes,1,1,0,0,multi-objective,distributed energy,,ga,,,
ali_optimal_2021,2021,ARTICLE,Optimal partitioning of unbalanced active distribution systems for supply-sufficient micro- grids considering uncertainty,Int. Trans. Elecr. Energy Sys.,10.1002/2050-7038.13210,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro-grid; microgrids,,,,,
ali_multi-objective_2024,2024,INPROCEEDINGS,Multi-Objective Optimization for Energy Management in Residential Microgrids with Local Energy Markets,Institute of Electrical and Electronics Engineers Inc,,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids; electric vehicle; electric vehicles,,ga,,,
ali_multi-objective_2021,2021,ARTICLE,A multi-objective optimization for planning of networked microgrid using a game theory for peer-to-peer energy trading scheme,{IET} Gener. Transm. Distrib.,10.1049/gtd2.12308,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,ga; particle swarm; pso,,,
ali_peer--peer_2021,2021,ARTICLE,A peer-to-peer energy trading for a clustered microgrid – Game theoretical approach,Int J Electr Power Energy Syst,10.1016/j.ijepes.2021.107307,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro grid; microgrids; distributed generation,,ga; particle swarm; pso,,,
ali_game_2021,2021,INPROCEEDINGS,Game approach for sizing and cost minimization of a multi-microgrids using a multi-objective optimization,{IEEE} Computer Society,10.1109/GreenTech48523.2021.00085,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; micro-grid; microgrids,,ga; particle swarm; pso,,,
ali_single-and_2022,2022,ARTICLE,Single-and Multi-Objective Modified Aquila Optimizer for Optimal Multiple Renewable Energy Resources in Distribution Network,Mathematics,10.3390/math10122129,moo_mes,1,1,0,0,multi-objective,distributed generation,,ga; particle swarm,,,
ali_sadat_free_2023,2023,ARTICLE,A Free and open-source microgrid optimization tool: {SAMA} the solar alone Multi-Objective Advisor,Energy Convers. Manage.,10.1016/j.enconman.2023.117686,moo_mes_surrogate,1,1,0,1,multi-objective; multi objective; multiobjective,microgrid; microgrids; off-grid,,ga,,machine learning; learning-based,accelerate
aliamooei-lakeh_multi-objective_2024,2024,INPROCEEDINGS,"A Multi-Objective Optimization Problem for Sizing and Siting of Power Systems with the Integration of {DG} Units, {EV} Charging Stations, and {ESSs}",Institute of Electrical and Electronics Engineers Inc,10.1109/MWSCAS60917.2024.10658672,moo_mes,1,1,0,0,multi-objective; multiobjective,electric vehicle; electric vehicles,,,,,
alic_real-time_2025,2025,ARTICLE,A real-time multi-objective {HVAC} load optimization integrated with home microgrid scheduling,J. Renewable Sustainable Energy,10.1063/5.0242299,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective,microgrid; microgrids,,,,,
alili_techno-economic_2023,2023,ARTICLE,Techno-economic assessment of integrating hydrogen energy storage technology with hybrid photovoltaic/pumped storage hydropower energy system,Energy Convers. Manage.,10.1016/j.enconman.2023.117437,moo_mes,1,1,0,0,multi-objective; multiobjective,off-grid; hydrogen,,,,,
alipour_enhanced_2024,2024,ARTICLE,Enhanced frequency control of a hybrid microgrid using {RANFIS} for partially shaded photovoltaic systems under uncertainties,Sci. Rep.,10.1038/s41598-024-73233-x,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids; stand-alone; distributed generation,,ga,,,
alkatheri_clustering_2023,2023,ARTICLE,Clustering Approach for the Efficient Solution of Multiscale Stochastic Programming Problems: Application to Energy Hub Design and Operation under Uncertainty,Process.,10.3390/pr11041046,moo_mes,1,1,0,0,multi-objective; multiobjective,energy hub; distributed energy; hydrogen,,,,,instead of
aloini_multi-objective_2021,2021,ARTICLE,A multi-objective methodology for evaluating the investment in building-integrated hybrid renewable energy systems,J. Clean. Prod.,10.1016/j.jclepro.2021.129780,moo_mes,1,1,0,0,multi-objective; multiobjective; nsga,hybrid renewable energy system; hybrid renewable energy systems; off-grid,,genetic algorithm; ga; nsga,,,
alqahtani_optimisation_2021,2021,INPROCEEDINGS,Optimisation of a Grid-Connected Hybrid Renewable System at Peak Load,Scanditale {AB},10.46855/energy-proceedings-9197,moo_mes,1,1,0,0,multi objective; non-dominated; nsga,hybrid renewable energy system,,genetic algorithm; ga; nsga,,,
alqahtani_techno-economic-environmental_2024,2024,ARTICLE,A techno-economic-environmental assessment of a hybrid-renewable pumped hydropower energy storage system: A case study of Saudi Arabia,Renew. Energy,10.1016/j.renene.2024.121052,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated,hybrid renewable energy system,,ga,,,
al-quraan_sizing_2024,2024,ARTICLE,Sizing and energy management of grid-connected hybrid renewable energy systems based on techno-economic predictive technique,Renew. Energy,10.1016/j.renene.2024.120639,moo_mes,1,1,0,0,multi-objective; multiobjective,hybrid renewable energy system; hybrid renewable energy systems,,genetic algorithm; ga,,,approximate
al-saadi_economic_2021,2021,ARTICLE,Economic operation planning of combined heat and power smart distribution system,J. Eng. Sci. Technol.,,moo_mes,1,1,0,0,multi-objective,microgrid; combined heat and power; chp,,ga,,,
al-sahlawi_optimal_2024,2024,ARTICLE,Optimal Design of Grid-Connected Hybrid Renewable Energy System Considering Electric Vehicle Station Using Improved Multi-Objective Optimization: Techno-Economic Perspectives,Sustainability,10.3390/su16062491,moo_mes,1,1,0,0,multi-objective,hybrid renewable energy system; electric vehicle; electric vehicles,,,,,
alsaleh_optimal_2023,2023,ARTICLE,Optimal Net Load Flattening in Unbalanced Distribution Systems via Rank-Penalized Semidefinite Programming,{IEEE} Access,10.1109/ACCESS.2023.3274738,moo_mes,1,1,0,0,multi-objective; multiobjective,distributed energy; electric vehicle; electric vehicles,,,,,
alshammari_comprehensive_2023,2023,ARTICLE,Comprehensive Analysis of Multi-Objective Optimization Algorithms for Sustainable Hybrid Electric Vehicle Charging Systems,Mathematics,10.3390/math11071741,moo_mes,1,1,0,0,multi-objective; nsga; mopso; moea,hybrid renewable energy system; hybrid renewable energy systems; electric vehicle,,ga; nsga; pso; mopso; moea,,,
alzahrani_multi-objective_2023,2023,ARTICLE,Multi-Objective Energy Optimization with Load and Distributed Energy Source Scheduling in the Smart Power Grid,Sustainability,10.3390/su15139970,moo_mes,1,1,0,0,multi-objective; mopso,distributed energy; distributed generation,,particle swarm; pso; mopso,,,
amarawardhana_impact_2022,2022,INPROCEEDINGS,Impact of Wave Energy Integration on Sizing and Energy Management of a Microgrid: Case study,Institute of Electrical and Electronics Engineers Inc,,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; standalone,,ga,,,
amer_home_2021,2021,ARTICLE,Home energy management system embedded with a multi-objective demand response optimization model to benefit customers and operators,Energies,10.3390/en14020257,moo_mes,1,1,0,0,multi-objective; multiobjective,distributed energy; electric vehicle; electric vehicles,,,,,
amoura_multi-objective_2024,2024,INPROCEEDINGS,Multi-objective Optimal Sizing of an {AC}/{DC} Grid Connected Microgrid System,Springer Science and Business Media Deutschland {GmbH},10.1007/978-3-031-53036-4_23,moo_mes,1,1,0,0,multi-objective; multi objective; multiobjective; pareto; non-dominated; nsga,microgrid,,genetic algorithm; ga; nsga,,,
amoura_innovative_2023,2023,INPROCEEDINGS,An Innovative Optimization Approach for Energy Management of a Microgrid System,Institute of Electrical and Electronics Engineers Inc,10.1109/ICECCME57830.2023.10252266,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids,,ga; particle swarm; pso,,,approximate
amoura_optimal_2017,2017,INPROCEEDINGS,Optimal Energy Management of Microgrid Using Multi-objective Optimisation Approach,Springer Verlag,10.1007/978-3-031-24866-5_5,moo_mes,1,1,0,0,multi-objective; multiobjective; pareto; non-dominated,microgrid,,ga,,,
amusat_optimal_2018,2018,ARTICLE,Optimal design of hybrid energy systems incorporating stochastic renewable resources fluctuations,J. Energy Storage,10.1016/j.est.2017.12.003,moo_mes,1,1,0,0,multi-objective; multiobjective; non-dominated; nsga,stand-alone,,ga; nsga,,,approximation
an_multi-objective_2025,2025,ARTICLE,Multi-objective optimization for optimal placement of shared battery energy storage systems in urban energy communities,Sustainable Cities Soc.,10.1016/j.scs.2025.106178,moo_mes,1,1,0,0,multi-objective; multi objective; pareto,virtual power plant; energy community; energy communities,,genetic algorithm; ga,,,
an_optimal_2020,2020,INPROCEEDINGS,Optimal Configuration of Energy Storage Microgrid Based on Chaos Optimization Multi-Objective Genetic Algorithm,Institute of Electrical and Electronics Engineers Inc,10.1109/CCDC49329.2020.9164460,moo_mes,1,1,0,0,multi-objective; multiobjective,microgrid; microgrids; stand-alone; distributed generation; cchp; combined cooling heating and power; chp,,genetic algorithm; ga,,,
anatone_integration_2013,2013,INPROCEEDINGS,Integration of {CCHP} and solar plants for household applications a multiobjective optimization model,{IEEE} Computer Society,10.1109/ICRERA.2013.6749806,moo_mes,1,1,0,0,multi-objective; multiobjective,cchp; chp,,,,,
anatone_optimization_2014,2014,ARTICLE,Optimization of integrated {CCHP} and solar plants following a multi-objective approach. An application to the household sector,Int. J. Renew. Energy Res.,,moo_mes,1,1,0,0,multi-objective,integrated energy; cchp; combined cooling heating and power; chp; district heating,,ga,,,
andersen_m_optimizing_2023,2023,INPROCEEDINGS,Optimizing positive energy districts,Institute of Physics,10.1088/1742-6596/2600/8/082012,moo_mes,1,1,0,0,multi-objective; multiobjective,district heating,,ga,,,
andersen_m_economic_2023,2023,INPROCEEDINGS,Economic and environmental benefits of decentralized multi-energy systems for energy communities,Institute of Physics,10.1088/1742-6596/2600/8/082011,moo_mes,1,1,0,0,multi-objective; multiobjective,multi-energy; multi energy; microgrid; energy communities,,ga,,,
